Path,Name,Has Page,Title Len,Title <=65,Answer-First >=40w,Fee (Offer),Eligibility,Duration,Approvals,Curriculum,FAQs,Course schema,CourseInstance,Offer,Image,Main Words
"/schools/health-allied-health-sciences/occupational-therapy/bot","BOT","yes","64","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1873"
"/schools/health-allied-health-sciences/occupational-therapy/mot","MOT","yes","64","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1587"
"/schools/health-allied-health-sciences/occupational-therapy/phd-occupational-therapy","Ph.D. Occupational Therapy","yes","60","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1538"
"/schools/health-allied-health-sciences/allied-health-sciences/bmlt","Medical Lab Technology","yes","56","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","2458"
"/schools/health-allied-health-sciences/allied-health-sciences/bsc-anaesthesia-ot","Anesthesia & OT Technology","yes","60","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","2510"
"/schools/health-allied-health-sciences/allied-health-sciences/bcvt","Cardiovascular Technology","yes","59","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","2415"
"/schools/health-allied-health-sciences/allied-health-sciences/betcms","Emergency Medical Technology","yes","62","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","2525"
"/schools/health-allied-health-sciences/allied-health-sciences/b-optometry","Optometry","yes","57","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1885"
"/schools/health-allied-health-sciences/allied-health-sciences/brt","Radiotherapy Technology","yes","57","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1879"
"/schools/health-allied-health-sciences/allied-health-sciences/bsc-forensic-science","Forensic Science","yes","64","yes","weak(28w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1693"
"/schools/health-allied-health-sciences/allied-health-sciences/diploma-anaesthesia-operation-theatre-technology","Diploma in Anaesthesia and Operation Theatre Technology (D.AOTT)","yes","60","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1665"
"/schools/health-allied-health-sciences/allied-health-sciences/bachelor-nutrition-dietetics-hons","Bachelor of Nutrition and Dietetics (Hons)","yes","59","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1656"
"/schools/health-allied-health-sciences/allied-health-sciences/diploma-radiotherapy-technology","Diploma of Radiotherapy Technology (D.RT)","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1610"
"/schools/health-allied-health-sciences/allied-health-sciences/bpa","Bachelor of Physician Assistant (B.PA)","yes","62","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1625"
"/schools/health-allied-health-sciences/allied-health-sciences/diploma-dialysis-technology","Diploma of Dialysis Technology (D.DT)","yes","61","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1626"
"/schools/health-allied-health-sciences/allied-health-sciences/bdtt","Bachelor of Dialysis Therapy Technology (B.DTT)","yes","63","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1659"
"/schools/health-allied-health-sciences/allied-health-sciences/brt-respiratory","Bachelor of Respiratory Technology (B.RT)","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1636"
"/schools/health-allied-health-sciences/allied-health-sciences/bmit","B.Sc. Medical Imaging Technology","yes","63","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1632"
"/schools/psychology/clinical-psychology/bsc-clinical-psychology","B.Sc. Clinical Psychology","yes","59","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1397"
"/schools/psychology/clinical-psychology/ma-clinical-psychology","M.A. Clinical Psychology","yes","58","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1393"
"/schools/psychology/clinical-psychology/phd-clinical-psychology","Ph.D. Clinical Psychology","yes","59","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1221"
"/schools/psychology/clinical-psychology/professional-diploma-clinical-psychology","PDCP","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1199"
"/schools/psychology/rehabilitation-psychology/pg-diploma-rehabilitation-psychology","PGDRP","yes","53","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1201"
"/schools/psychology/rehabilitation-psychology/phd-rehabilitation-psychology","Ph.D. Rehabilitation Psychology","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1218"
"/schools/psychology/applied-psychology-behavioural-health/b-psychology-applied-behavioural","B.Psychology","yes","60","yes","weak(29w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1360"
"/schools/psychology/applied-psychology-behavioural-health/m-psychology-applied-behavioural","M.Psychology","yes","60","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1363"
"/schools/psychology/applied-psychology-behavioural-health/phd-psychology","Ph.D. Psychology","yes","64","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1226"
"/schools/psychology/applied-psychology-behavioural-health/phd-applied-psychology","Ph.D. Applied Psychology","yes","58","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1242"
"/schools/psychology/applied-psychology-behavioural-health/bmpsw","Bachelor of Medical and Psychiatric Social Work (B.MPSW)","yes","59","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1359"
"/schools/psychology/applied-psychology-behavioural-health/mmsw","Master of Medical and Social Work (M.MSW)","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1343"
"/schools/psychology/applied-psychology-behavioural-health/mpsw","Master of Psychiatric Social Work (M.PSW)","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1327"
"/schools/nursing-sciences/nursing/bsc-nursing","B.Sc. Nursing","yes","61","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1019"
"/schools/nursing-sciences/nursing/msc-nursing","M.Sc. Nursing","yes","61","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1019"
"/schools/engineering-emerging-technologies/rehabilitation-engineering-assistive-technologies/btech-rehab-engineering","B.Tech Rehab Engineering","yes","58","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1244"
"/schools/engineering-emerging-technologies/rehabilitation-engineering-assistive-technologies/btech-rehabilitation-engineering-prosthetics-orthotics-assistive-technologies","B.Tech RE (P&O/AT)","yes","62","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1236"
"/schools/engineering-emerging-technologies/computer-science-engineering/btech-cse","B.Tech CSE","yes","58","yes","weak(31w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1301"
"/schools/engineering-emerging-technologies/computer-science-engineering/btech-cse-aiml","B.Tech CSE (AI & ML)","yes","64","yes","yes","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1384"
"/schools/engineering-emerging-technologies/computer-science-engineering/btech-cse-ai-ds","B.Tech CSE (AI & DS)","yes","64","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1195"
"/schools/engineering-emerging-technologies/computer-science-engineering/btech-cse-cs","B.Tech CSE (CS)","yes","63","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1190"
"/schools/engineering-emerging-technologies/computer-science-engineering/btech-cse-fintech-ai","B.Tech CSE (Fintech & AI)","yes","59","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1206"
"/schools/engineering-emerging-technologies/computer-science-engineering/btech-cse-biomedical-engineering","B.Tech CSE (Biomedical Engineering)","yes","59","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1198"
"/schools/engineering-emerging-technologies/computer-science-engineering/phd-cse","Ph.D. CSE","yes","57","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1191"
"/schools/engineering-emerging-technologies/sciences-humanities/phd-mathematics","Ph.D. Mathematics","yes","65","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1185"
"/schools/engineering-emerging-technologies/sciences-humanities/phd-physics","Ph.D. Physics","yes","61","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1185"
"/schools/engineering-emerging-technologies/sciences-humanities/phd-chemistry","Ph.D. Chemistry","yes","63","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1185"
"/schools/engineering-emerging-technologies/sciences-humanities/phd-english","Ph.D. English","yes","61","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1185"
"/schools/engineering-emerging-technologies/business-administration-computer-applications/phd-business-administration","Ph.D. Business Administration","yes","63","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1209"
"/schools/law/legal-studies/llb","LL.B.","yes","53","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1087"
"/schools/law/legal-studies/llb-hons","LL.B. (Hons.)","yes","61","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1079"
"/schools/law/legal-studies/ba-llb-hons","B.A. LL.B. / B.A. LL.B. (Hons.)","yes","65","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1148"
"/schools/law/legal-studies/bba-llb-hons","B.B.A. LL.B. / B.B.A. LL.B. (Hons.)","yes","59","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1136"
"/schools/law/legal-studies/bsc-llb-hons","B.Sc. LL.B. / B.Sc. LL.B. (Hons.)","yes","64","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1140"
"/schools/law/legal-studies/bsc-forensic-llb-hons","B.Sc. (Forensic) LL.B. (Hons.)","yes","64","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1176"
"/schools/law/legal-studies/llm","LL.M.","yes","53","yes","weak(17w)","NEEDS_INPUT","NEEDS_INPUT","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1147"
"/schools/law/legal-studies/phd-law","Ph.D. in Law","yes","60","yes","weak(17w)","NEEDS_INPUT","yes","yes","mentioned","yes","yes","yes","yes","NEEDS_INPUT","yes","1108"
